incident_fact_id,country_id,year_id,attack_type_id,target_industry_id,attack_source_id,vulnerability_id,defense_mechanism_id,financial_loss_category_id,affected_users_category_id,resolution_time_category_id,financial_loss_in_million,financial_loss_usd,number_of_affected_users,incident_resolution_time_in_hours,cei,gci,ncsi,ddl,internet_users,population_2021,percentage_internet_users
210,76,10,2,1,2,4,4,2,3,1,22.84,22840000.0,797768,58,0.241,97.41,90.91,80.01,77794405,83408554,93.3
211,100,8,1,2,1,3,2,3,3,2,82.19,82190000.0,905203,37,0.138,97.82,63.64,78.69,117400000,124612530,94.2
212,92,9,4,7,2,4,1,2,2,1,11.72,11720000.0,512291,51,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
213,211,3,4,7,2,1,5,4,4,3,27.08,27080000.0,416833,9,0.207,99.54,89.61,79.96,65001016,67281039,96.6
214,211,1,5,3,3,2,2,4,2,2,30.74,30740000.0,744505,43,0.207,99.54,89.61,79.96,65001016,67281039,96.6
215,27,6,2,1,3,3,4,3,3,2,79.61,79610000.0,755029,27,0.541,96.6,51.95,59.11,165300000,214326223,77.1
216,27,3,2,1,2,3,1,3,2,3,99.22,99220000.0,660182,21,0.541,96.6,51.95,59.11,165300000,214326223,77.1
217,92,2,5,6,2,4,4,4,4,2,29.48,29480000.0,403737,26,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
218,42,5,1,6,3,3,2,2,1,3,7.87,7870000.0,86783,12,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
219,11,8,1,7,3,1,5,3,4,1,86.77,86770000.0,390083,72,0.131,97.47,66.23,77.61,25309515,25921089,97.6
220,27,9,3,1,4,1,4,2,4,2,20.15,20150000.0,376174,43,0.541,96.6,51.95,59.11,165300000,214326223,77.1
221,211,8,5,3,2,3,2,4,4,1,31.94,31940000.0,485080,61,0.207,99.54,89.61,79.96,65001016,67281039,96.6
222,71,10,5,1,4,2,1,3,3,2,78.82,78820000.0,759804,47,0.228,97.6,84.42,77.29,59470000,64531444,92.2
223,100,3,4,5,1,4,4,1,4,1,65.62,65620000.00000001,286208,57,0.138,97.82,63.64,78.69,117400000,124612530,94.2
224,212,3,2,5,3,2,2,3,3,2,75.53,75530000.0,992377,33,0.145,100.0,64.94,81.05,311300000,336997624,92.4
225,212,7,3,2,4,4,5,4,1,1,36.06,36060000.0,48987,58,0.145,100.0,64.94,81.05,311300000,336997624,92.4
226,165,7,6,7,2,2,5,1,2,3,68.07,68070000.0,538602,19,0.528,98.06,71.43,65.12,129800000,145102755,89.5
227,100,1,2,4,1,3,1,4,3,3,26.29,26290000.0,808392,4,0.138,97.82,63.64,78.69,117400000,124612530,94.2
228,211,1,5,5,4,3,1,4,1,3,26.12,26120000.0,21580,14,0.207,99.54,89.61,79.96,65001016,67281039,96.6
229,71,6,4,3,2,4,5,3,1,3,94.44,94440000.0,209658,11,0.228,97.6,84.42,77.29,59470000,64531444,92.2
230,100,3,3,6,3,4,5,1,2,3,74.12,74120000.0,559889,10,0.138,97.82,63.64,78.69,117400000,124612530,94.2
231,71,1,6,3,2,4,5,2,4,2,12.92,12920000.0,344516,28,0.228,97.6,84.42,77.29,59470000,64531444,92.2
232,11,10,4,6,1,1,1,1,3,1,73.43,73430000.0,897569,66,0.131,97.47,66.23,77.61,25309515,25921089,97.6
233,11,9,6,4,3,4,3,3,2,2,99.19,99190000.0,538688,36,0.131,97.47,66.23,77.61,25309515,25921089,97.6
234,42,1,1,3,3,1,4,2,4,3,22.71,22710000.0,303975,2,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
235,100,8,6,7,2,2,4,1,3,1,67.62,67620000.0,822256,60,0.138,97.82,63.64,78.69,117400000,124612530,94.2
236,165,5,3,4,4,4,3,1,2,1,53.82,53820000.0,521877,66,0.528,98.06,71.43,65.12,129800000,145102755,89.5
237,27,2,6,2,4,4,3,1,3,2,55.83,55830000.0,758258,44,0.541,96.6,51.95,59.11,165300000,214326223,77.1
238,27,2,1,5,1,3,1,2,3,2,17.12,17120000.0,988369,26,0.541,96.6,51.95,59.11,165300000,214326223,77.1
239,71,8,2,4,1,1,5,1,4,1,67.89,67890000.0,325521,69,0.228,97.6,84.42,77.29,59470000,64531444,92.2
240,76,7,5,5,3,1,1,2,4,2,5.54,5540000.0,254933,41,0.241,97.41,90.91,80.01,77794405,83408554,93.3
241,211,9,1,3,1,2,5,1,4,2,55.28,55280000.0,339144,26,0.207,99.54,89.61,79.96,65001016,67281039,96.6
242,92,8,5,2,4,2,1,1,1,1,57.52,57520000.0,170002,54,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
243,100,5,1,3,3,4,4,1,4,1,74.65,74650000.0,491269,67,0.138,97.82,63.64,78.69,117400000,124612530,94.2
244,42,5,4,1,2,1,4,4,4,2,49.14,49140000.0,341100,37,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
245,92,4,1,3,2,2,5,4,4,1,36.04,36040000.0,446170,72,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
246,92,1,2,7,2,4,3,2,1,3,14.09,14090000.0,28398,22,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
247,71,3,5,7,1,4,3,1,1,1,66.36,66360000.0,180698,53,0.228,97.6,84.42,77.29,59470000,64531444,92.2
248,76,3,2,4,4,1,5,2,2,2,8.53,8530000.0,676384,44,0.241,97.41,90.91,80.01,77794405,83408554,93.3
249,27,1,5,4,2,2,4,1,3,1,61.91,61910000.0,961557,64,0.541,96.6,51.95,59.11,165300000,214326223,77.1
250,100,6,4,2,1,3,2,1,4,2,54.47,54470000.0,345334,25,0.138,97.82,63.64,78.69,117400000,124612530,94.2
251,165,10,4,2,3,4,2,3,4,3,87.88,87880000.0,263407,8,0.528,98.06,71.43,65.12,129800000,145102755,89.5
252,165,3,4,5,3,1,2,3,3,2,89.22,89220000.0,791350,32,0.528,98.06,71.43,65.12,129800000,145102755,89.5
253,42,8,5,7,4,4,2,1,2,1,64.92,64920000.0,591819,49,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
254,211,2,6,5,4,2,2,2,1,2,6.59,6590000.0,186612,30,0.207,99.54,89.61,79.96,65001016,67281039,96.6
255,100,4,5,6,3,3,1,4,1,2,48.0,48000000.0,187730,26,0.138,97.82,63.64,78.69,117400000,124612530,94.2
256,71,1,6,5,1,1,4,3,1,1,87.78,87780000.0,6456,69,0.228,97.6,84.42,77.29,59470000,64531444,92.2
257,100,6,2,1,1,4,4,2,3,1,15.73,15730000.0,762662,56,0.138,97.82,63.64,78.69,117400000,124612530,94.2
258,211,1,4,5,1,4,3,4,4,2,30.26,30260000.0,256396,29,0.207,99.54,89.61,79.96,65001016,67281039,96.6
259,27,7,6,4,4,3,1,1,4,2,54.59,54590000.0,437634,29,0.541,96.6,51.95,59.11,165300000,214326223,77.1
260,165,1,2,4,3,4,1,1,1,1,63.09,63090000.0,80855,53,0.528,98.06,71.43,65.12,129800000,145102755,89.5
261,92,2,4,6,3,2,1,1,3,1,59.36,59360000.0,967614,71,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
262,100,6,5,5,4,1,5,3,3,3,79.52,79520000.0,934400,4,0.138,97.82,63.64,78.69,117400000,124612530,94.2
263,76,9,3,7,4,3,1,3,2,3,87.83,87830000.0,547719,22,0.241,97.41,90.91,80.01,77794405,83408554,93.3
264,42,2,2,4,4,3,4,3,3,2,96.63,96630000.0,808984,26,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
265,100,9,5,1,3,1,3,1,4,2,52.86,52860000.0,261038,48,0.138,97.82,63.64,78.69,117400000,124612530,94.2
266,42,10,4,2,2,4,2,2,3,1,4.01,4010000.0,841054,49,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
267,42,5,5,5,1,3,5,1,1,1,68.02,68020000.0,175038,67,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
268,165,8,4,6,1,3,3,1,3,1,67.17,67170000.0,774613,53,0.528,98.06,71.43,65.12,129800000,145102755,89.5
269,100,7,4,4,1,3,5,4,2,1,37.45,37450000.0,558357,49,0.138,97.82,63.64,78.69,117400000,124612530,94.2
270,92,3,4,6,3,3,4,4,2,3,36.78,36780000.0,620056,14,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
271,165,4,2,4,4,1,3,4,1,1,40.66,40660000.0,90640,56,0.528,98.06,71.43,65.12,129800000,145102755,89.5
272,165,8,5,6,4,2,1,3,4,3,76.93,76930000.0,449596,3,0.528,98.06,71.43,65.12,129800000,145102755,89.5
273,11,6,5,4,3,1,2,1,1,2,58.91,58910000.0,207842,40,0.131,97.47,66.23,77.61,25309515,25921089,97.6
274,76,3,4,6,3,4,1,3,3,1,93.6,93600000.0,908249,53,0.241,97.41,90.91,80.01,77794405,83408554,93.3
275,100,3,4,4,3,1,3,4,4,1,47.39,47390000.0,470895,63,0.138,97.82,63.64,78.69,117400000,124612530,94.2
276,71,3,2,2,3,2,1,2,4,2,3.21,3210000.0,342049,31,0.228,97.6,84.42,77.29,59470000,64531444,92.2
277,27,4,4,1,1,1,2,3,4,1,98.75,98750000.0,316891,55,0.541,96.6,51.95,59.11,165300000,214326223,77.1
278,92,5,3,2,4,4,1,4,2,3,27.45,27450000.0,633466,16,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
279,212,9,2,7,3,4,4,2,1,2,23.98,23980000.0,123866,43,0.145,100.0,64.94,81.05,311300000,336997624,92.4
280,71,3,1,7,4,2,3,3,4,2,79.93,79930000.0,305905,44,0.228,97.6,84.42,77.29,59470000,64531444,92.2
281,165,9,6,7,3,2,1,2,2,2,3.66,3660000.0,702942,34,0.528,98.06,71.43,65.12,129800000,145102755,89.5
282,27,2,3,6,1,1,1,1,1,2,72.78,72780000.0,11339,34,0.541,96.6,51.95,59.11,165300000,214326223,77.1
283,211,3,6,1,3,1,1,1,1,1,73.88,73880000.0,8385,69,0.207,99.54,89.61,79.96,65001016,67281039,96.6
284,165,10,5,1,2,4,5,1,1,2,52.8,52800000.0,21810,48,0.528,98.06,71.43,65.12,129800000,145102755,89.5
285,92,4,3,4,2,4,1,3,1,3,94.6,94600000.0,7347,7,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
286,76,7,6,2,1,3,2,2,1,1,1.62,1620000.0,61463,58,0.241,97.41,90.91,80.01,77794405,83408554,93.3
287,165,6,1,4,2,4,2,2,2,1,0.82,820000.0,683572,69,0.528,98.06,71.43,65.12,129800000,145102755,89.5
288,76,1,2,4,3,3,2,3,2,2,90.91,90910000.0,654633,43,0.241,97.41,90.91,80.01,77794405,83408554,93.3
289,100,7,1,1,1,4,3,4,4,1,32.84,32840000.000000004,311274,67,0.138,97.82,63.64,78.69,117400000,124612530,94.2
290,165,3,2,2,4,4,4,1,1,3,63.33,63330000.0,185208,3,0.528,98.06,71.43,65.12,129800000,145102755,89.5
291,165,8,3,4,2,1,1,4,1,3,27.82,27820000.0,182378,10,0.528,98.06,71.43,65.12,129800000,145102755,89.5
292,42,2,4,5,4,4,5,2,3,2,7.73,7730000.0,800480,31,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
293,92,5,1,1,4,2,1,4,1,1,46.98,46980000.0,147761,68,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
294,165,10,5,1,2,2,4,3,3,1,80.11,80110000.0,923911,60,0.528,98.06,71.43,65.12,129800000,145102755,89.5
295,76,10,5,2,2,1,4,2,4,2,11.81,11810000.0,418893,31,0.241,97.41,90.91,80.01,77794405,83408554,93.3
296,76,2,5,2,4,3,1,2,3,3,15.09,15090000.0,914593,1,0.241,97.41,90.91,80.01,77794405,83408554,93.3
297,100,1,6,1,4,4,1,2,4,1,20.69,20690000.0,344789,69,0.138,97.82,63.64,78.69,117400000,124612530,94.2
298,92,5,1,7,2,1,5,4,1,3,36.86,36860000.0,116906,7,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
299,11,5,4,2,2,1,2,2,3,3,10.87,10870000.0,812343,16,0.131,97.47,66.23,77.61,25309515,25921089,97.6
300,42,3,2,5,1,3,4,2,4,2,18.17,18170000.0,346390,36,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
301,27,4,4,5,2,4,3,2,1,2,13.89,13890000.0,30925,43,0.541,96.6,51.95,59.11,165300000,214326223,77.1
302,211,3,1,3,3,4,2,2,2,1,15.63,15630000.0,663812,57,0.207,99.54,89.61,79.96,65001016,67281039,96.6
303,27,6,3,3,3,4,5,4,1,2,32.72,32720000.0,220978,47,0.541,96.6,51.95,59.11,165300000,214326223,77.1
304,211,7,1,1,3,2,4,3,1,2,97.03,97030000.0,100486,31,0.207,99.54,89.61,79.96,65001016,67281039,96.6
305,165,9,6,2,3,3,2,3,1,1,75.63,75630000.0,195733,70,0.528,98.06,71.43,65.12,129800000,145102755,89.5
306,100,9,3,4,3,3,5,1,2,2,64.21,64209999.99999999,707978,41,0.138,97.82,63.64,78.69,117400000,124612530,94.2
307,27,4,4,4,2,3,2,3,4,1,99.14,99140000.0,456432,66,0.541,96.6,51.95,59.11,165300000,214326223,77.1
308,27,2,3,5,4,1,1,3,1,1,75.51,75510000.0,37230,52,0.541,96.6,51.95,59.11,165300000,214326223,77.1
309,211,1,1,3,3,2,1,2,3,2,11.68,11680000.0,890414,28,0.207,99.54,89.61,79.96,65001016,67281039,96.6
310,71,7,2,5,3,1,2,4,4,3,33.84,33840000.0,440358,5,0.228,97.6,84.42,77.29,59470000,64531444,92.2
311,92,8,2,4,2,2,2,4,4,2,38.89,38890000.0,400752,36,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
312,71,4,4,1,3,4,2,3,1,1,89.77,89770000.0,134364,63,0.228,97.6,84.42,77.29,59470000,64531444,92.2
313,76,3,1,7,2,3,2,2,4,1,15.01,15010000.0,406483,62,0.241,97.41,90.91,80.01,77794405,83408554,93.3
314,27,4,6,5,2,1,3,3,2,2,98.38,98380000.0,661583,30,0.541,96.6,51.95,59.11,165300000,214326223,77.1
315,165,1,6,2,4,3,2,2,2,2,23.49,23490000.0,642834,34,0.528,98.06,71.43,65.12,129800000,145102755,89.5
316,27,3,5,5,1,2,3,2,4,2,9.43,9430000.0,493087,44,0.541,96.6,51.95,59.11,165300000,214326223,77.1
317,27,7,3,5,3,3,2,3,3,2,97.37,97370000.0,966570,32,0.541,96.6,51.95,59.11,165300000,214326223,77.1
318,165,8,4,7,3,3,5,1,2,3,73.26,73260000.0,687383,8,0.528,98.06,71.43,65.12,129800000,145102755,89.5
319,76,6,4,6,4,3,5,3,2,3,78.84,78840000.0,733304,19,0.241,97.41,90.91,80.01,77794405,83408554,93.3
320,92,9,5,7,1,3,1,2,2,3,3.51,3510000.0,661681,14,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
321,71,6,6,5,4,1,2,4,2,1,25.32,25320000.0,644538,57,0.228,97.6,84.42,77.29,59470000,64531444,92.2
322,76,1,4,1,4,1,5,1,3,3,58.78,58780000.0,861637,15,0.241,97.41,90.91,80.01,77794405,83408554,93.3
323,27,2,6,7,4,4,2,1,4,2,73.76,73760000.0,393189,37,0.541,96.6,51.95,59.11,165300000,214326223,77.1
324,71,8,6,4,1,1,3,4,3,2,27.06,27060000.0,999545,47,0.228,97.6,84.42,77.29,59470000,64531444,92.2
325,211,7,6,5,1,1,3,3,3,1,77.82,77820000.0,935572,61,0.207,99.54,89.61,79.96,65001016,67281039,96.6
326,71,2,5,5,1,1,2,1,2,3,55.99,55990000.0,724608,21,0.228,97.6,84.42,77.29,59470000,64531444,92.2
327,27,10,1,1,4,1,1,1,3,2,55.73,55730000.0,750979,30,0.541,96.6,51.95,59.11,165300000,214326223,77.1
328,92,3,2,7,3,3,1,2,2,2,7.44,7440000.0,552358,42,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
329,11,5,4,1,2,1,2,4,3,3,37.07,37070000.0,902654,9,0.131,97.47,66.23,77.61,25309515,25921089,97.6
330,211,8,5,4,1,4,2,3,4,2,75.67,75670000.0,413293,27,0.207,99.54,89.61,79.96,65001016,67281039,96.6
331,92,10,2,6,2,4,1,1,1,1,56.19,56190000.0,114357,58,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
332,212,4,2,3,1,4,1,1,4,2,70.53,70530000.0,363432,40,0.145,100.0,64.94,81.05,311300000,336997624,92.4
333,100,2,6,7,4,2,2,1,4,1,63.77,63770000.0,304618,54,0.138,97.82,63.64,78.69,117400000,124612530,94.2
334,92,8,6,5,1,4,5,4,1,2,32.73,32729999.999999996,153154,37,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
335,42,8,2,1,2,1,3,2,2,1,21.87,21870000.0,741153,66,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
336,100,10,3,4,2,1,5,1,4,3,72.08,72080000.0,261230,19,0.138,97.82,63.64,78.69,117400000,124612530,94.2
337,211,9,6,7,4,4,3,1,2,3,53.82,53820000.0,688014,18,0.207,99.54,89.61,79.96,65001016,67281039,96.6
338,11,4,1,2,4,1,2,2,1,1,3.3,3300000.0,45027,68,0.131,97.47,66.23,77.61,25309515,25921089,97.6
339,11,7,2,1,3,3,1,2,2,1,13.99,13990000.0,689681,62,0.131,97.47,66.23,77.61,25309515,25921089,97.6
340,76,10,2,3,1,2,2,3,2,2,93.49,93490000.0,702688,39,0.241,97.41,90.91,80.01,77794405,83408554,93.3
341,42,2,3,1,2,3,3,3,1,3,97.28,97280000.0,86038,19,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
342,100,1,2,2,2,2,4,2,3,1,17.19,17190000.0,899381,66,0.138,97.82,63.64,78.69,117400000,124612530,94.2
343,92,9,2,5,2,3,5,1,1,2,54.21,54210000.0,157667,34,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
344,211,7,2,3,3,3,5,1,2,2,64.28,64280000.0,643714,25,0.207,99.54,89.61,79.96,65001016,67281039,96.6
345,212,9,5,2,2,4,1,1,1,3,71.31,71310000.0,3607,7,0.145,100.0,64.94,81.05,311300000,336997624,92.4
346,211,3,4,1,1,1,2,1,4,3,52.31,52310000.0,259706,2,0.207,99.54,89.61,79.96,65001016,67281039,96.6
347,92,7,3,6,2,3,4,4,2,1,40.94,40940000.0,698921,72,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
348,27,10,5,3,3,2,4,4,4,3,32.21,32210000.0,482574,22,0.541,96.6,51.95,59.11,165300000,214326223,77.1
349,71,3,1,5,3,3,5,2,2,2,20.44,20440000.0,618269,48,0.228,97.6,84.42,77.29,59470000,64531444,92.2
350,165,2,5,3,4,2,1,1,3,3,59.66,59660000.0,854961,7,0.528,98.06,71.43,65.12,129800000,145102755,89.5
351,27,5,6,2,4,4,3,1,2,2,56.33,56330000.0,595157,41,0.541,96.6,51.95,59.11,165300000,214326223,77.1
352,71,2,6,3,1,3,5,2,3,1,2.24,2240000.0,813706,54,0.228,97.6,84.42,77.29,59470000,64531444,92.2
353,27,4,1,7,3,3,4,3,4,2,82.05,82050000.0,322527,46,0.541,96.6,51.95,59.11,165300000,214326223,77.1
354,42,10,1,4,4,4,4,2,2,2,11.92,11920000.0,557016,34,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
355,211,3,1,4,1,3,1,1,3,3,54.83,54830000.0,966668,15,0.207,99.54,89.61,79.96,65001016,67281039,96.6
356,71,6,6,6,3,2,2,4,3,2,36.17,36170000.0,813165,44,0.228,97.6,84.42,77.29,59470000,64531444,92.2
357,71,4,6,3,4,3,4,3,4,1,80.06,80060000.0,400807,67,0.228,97.6,84.42,77.29,59470000,64531444,92.2
358,27,9,3,6,1,3,2,1,2,2,74.85,74850000.0,549300,26,0.541,96.6,51.95,59.11,165300000,214326223,77.1
359,27,7,5,3,4,1,2,1,3,1,74.01,74010000.0,956893,49,0.541,96.6,51.95,59.11,165300000,214326223,77.1
360,92,1,6,3,2,1,1,4,1,1,46.2,46200000.0,245370,57,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
361,27,3,2,5,3,4,4,2,3,3,9.59,9590000.0,912731,4,0.541,96.6,51.95,59.11,165300000,214326223,77.1
362,212,3,2,7,2,3,5,3,4,3,81.19,81190000.0,362085,5,0.145,100.0,64.94,81.05,311300000,336997624,92.4
363,76,8,6,7,1,4,4,4,3,2,42.8,42800000.0,862664,44,0.241,97.41,90.91,80.01,77794405,83408554,93.3
364,42,1,5,7,2,1,2,4,4,1,32.65,32650000.0,313384,51,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
365,165,4,2,1,4,1,4,2,2,2,17.99,17990000.0,593009,27,0.528,98.06,71.43,65.12,129800000,145102755,89.5
366,76,9,6,1,2,1,4,4,3,2,30.68,30680000.0,933754,36,0.241,97.41,90.91,80.01,77794405,83408554,93.3
367,100,1,1,3,1,2,5,3,1,2,82.12,82120000.0,55055,44,0.138,97.82,63.64,78.69,117400000,124612530,94.2
368,71,6,6,2,1,3,1,3,4,3,94.63,94630000.0,481180,10,0.228,97.6,84.42,77.29,59470000,64531444,92.2
369,165,6,3,1,4,3,5,1,1,1,54.03,54030000.0,110260,66,0.528,98.06,71.43,65.12,129800000,145102755,89.5
370,212,6,1,3,2,1,5,2,2,1,10.54,10540000.0,741592,69,0.145,100.0,64.94,81.05,311300000,336997624,92.4
371,165,6,4,2,4,1,5,4,3,3,34.41,34410000.0,928026,5,0.528,98.06,71.43,65.12,129800000,145102755,89.5
372,76,4,6,2,3,4,4,3,4,1,84.27,84270000.0,399014,52,0.241,97.41,90.91,80.01,77794405,83408554,93.3
373,42,4,5,6,1,1,2,4,1,2,35.08,35080000.0,42831,42,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
374,211,4,3,4,2,2,5,4,2,2,45.11,45110000.0,545613,25,0.207,99.54,89.61,79.96,65001016,67281039,96.6
375,11,9,3,6,3,2,2,3,3,2,92.57,92570000.0,813789,27,0.131,97.47,66.23,77.61,25309515,25921089,97.6
376,211,1,5,1,1,4,1,2,4,3,13.49,13490000.0,345825,6,0.207,99.54,89.61,79.96,65001016,67281039,96.6
377,211,2,4,2,2,2,3,2,1,1,8.42,8420000.0,29671,61,0.207,99.54,89.61,79.96,65001016,67281039,96.6
378,11,6,4,3,2,2,4,3,1,3,92.5,92500000.0,34011,9,0.131,97.47,66.23,77.61,25309515,25921089,97.6
379,212,4,6,1,3,3,2,1,4,3,63.8,63800000.0,341383,9,0.145,100.0,64.94,81.05,311300000,336997624,92.4
380,100,6,5,1,4,4,3,4,2,3,40.86,40860000.0,565080,6,0.138,97.82,63.64,78.69,117400000,124612530,94.2
381,76,5,2,1,1,4,5,3,3,2,79.24,79240000.0,862136,44,0.241,97.41,90.91,80.01,77794405,83408554,93.3
382,100,8,3,6,1,1,2,4,1,1,37.15,37150000.0,241151,56,0.138,97.82,63.64,78.69,117400000,124612530,94.2
383,92,10,3,3,2,4,5,1,4,2,62.06,62060000.0,321158,37,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
384,71,9,4,2,3,4,3,4,4,3,31.03,31030000.0,472386,24,0.228,97.6,84.42,77.29,59470000,64531444,92.2
385,211,1,3,4,2,3,3,3,1,2,82.54,82540000.0,34240,45,0.207,99.54,89.61,79.96,65001016,67281039,96.6
386,212,5,2,3,2,4,5,4,1,1,34.4,34400000.0,98018,55,0.145,100.0,64.94,81.05,311300000,336997624,92.4
387,100,10,4,2,4,3,1,1,2,3,72.2,72200000.0,555808,4,0.138,97.82,63.64,78.69,117400000,124612530,94.2
388,211,7,6,4,1,2,3,1,4,2,52.23,52230000.0,449333,39,0.207,99.54,89.61,79.96,65001016,67281039,96.6
389,211,10,3,6,3,1,4,2,4,3,7.16,7160000.0,368618,22,0.207,99.54,89.61,79.96,65001016,67281039,96.6
390,71,8,3,5,1,2,1,3,4,1,78.23,78230000.0,310175,53,0.228,97.6,84.42,77.29,59470000,64531444,92.2
391,211,6,4,6,3,4,5,4,3,1,25.1,25100000.0,986980,71,0.207,99.54,89.61,79.96,65001016,67281039,96.6
392,211,10,1,6,2,4,2,3,2,3,88.54,88540000.0,518181,24,0.207,99.54,89.61,79.96,65001016,67281039,96.6
393,92,1,4,6,4,4,3,4,1,1,49.51,49510000.0,72782,63,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
394,165,4,1,7,4,4,5,2,2,3,4.08,4080000.0,502842,15,0.528,98.06,71.43,65.12,129800000,145102755,89.5
395,211,10,4,6,4,3,1,3,4,1,89.31,89310000.0,376586,51,0.207,99.54,89.61,79.96,65001016,67281039,96.6
396,76,9,4,3,4,1,2,3,2,1,88.55,88550000.0,698597,66,0.241,97.41,90.91,80.01,77794405,83408554,93.3
397,165,1,6,2,2,3,5,2,2,1,5.26,5260000.0,559195,52,0.528,98.06,71.43,65.12,129800000,145102755,89.5
398,92,10,5,6,4,1,4,2,1,2,17.57,17570000.0,236253,38,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
399,27,2,1,4,3,4,4,2,2,3,8.01,8010000.0,534847,3,0.541,96.6,51.95,59.11,165300000,214326223,77.1
400,11,2,2,6,4,1,2,4,4,2,39.86,39860000.0,262611,33,0.131,97.47,66.23,77.61,25309515,25921089,97.6
401,27,7,6,7,4,3,2,2,3,2,11.61,11610000.0,848702,48,0.541,96.6,51.95,59.11,165300000,214326223,77.1
402,76,3,3,6,1,2,5,1,2,3,73.98,73980000.0,609952,7,0.241,97.41,90.91,80.01,77794405,83408554,93.3
403,76,8,3,5,2,3,1,1,3,2,65.86,65860000.0,978868,39,0.241,97.41,90.91,80.01,77794405,83408554,93.3
404,11,7,5,6,2,2,2,4,2,1,41.26,41260000.0,659734,54,0.131,97.47,66.23,77.61,25309515,25921089,97.6
405,100,8,1,6,3,1,1,1,1,1,64.38,64379999.99999999,88354,52,0.138,97.82,63.64,78.69,117400000,124612530,94.2
406,27,8,4,1,1,1,1,3,3,2,75.01,75010000.0,771434,38,0.541,96.6,51.95,59.11,165300000,214326223,77.1
407,11,2,6,1,1,3,1,2,1,2,1.73,1730000.0,91560,35,0.131,97.47,66.23,77.61,25309515,25921089,97.6
408,211,7,4,4,4,2,4,2,4,2,1.35,1350000.0,375292,48,0.207,99.54,89.61,79.96,65001016,67281039,96.6
409,100,1,6,6,4,3,1,1,1,2,70.88,70880000.0,43366,43,0.138,97.82,63.64,78.69,117400000,124612530,94.2
410,92,5,5,7,4,1,1,4,4,1,32.08,32080000.0,429224,56,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
411,27,3,4,4,1,3,5,1,2,1,68.99,68990000.0,526227,62,0.541,96.6,51.95,59.11,165300000,214326223,77.1
412,100,10,3,6,2,2,1,2,2,1,9.77,9770000.0,621770,70,0.138,97.82,63.64,78.69,117400000,124612530,94.2
413,92,5,1,7,2,4,2,2,3,1,14.53,14530000.0,857688,55,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
414,27,10,6,1,2,3,2,4,2,1,33.06,33060000.000000004,644841,64,0.541,96.6,51.95,59.11,165300000,214326223,77.1
415,165,10,3,5,4,2,5,1,1,2,67.61,67610000.0,242847,37,0.528,98.06,71.43,65.12,129800000,145102755,89.5
416,42,8,3,5,4,3,2,3,1,3,85.3,85300000.0,155225,13,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
417,100,3,3,1,3,2,1,3,2,1,79.68,79680000.0,712646,50,0.138,97.82,63.64,78.69,117400000,124612530,94.2
418,211,8,4,3,4,4,2,1,4,3,61.87,61870000.0,298941,13,0.207,99.54,89.61,79.96,65001016,67281039,96.6
419,165,4,3,7,2,4,1,2,3,1,4.92,4920000.0,783480,55,0.528,98.06,71.43,65.12,129800000,145102755,89.5
420,76,5,4,4,1,3,1,3,3,2,99.97,99970000.0,950451,29,0.241,97.41,90.91,80.01,77794405,83408554,93.3
